Internal drug ID,Drug type,Phase,Gene,DOE,Mechanism,Supporting sources
4118,Unknown,3.0,F8,Other,Gene or protein replacement,['CHEMBL']
4119,Small molecule,2.0,PDE9A,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4120,Small molecule,3.0,ABCB1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4121,Small molecule,3.0,PGR,Positive modulator,Agonist,['CHEMBL']
4122,Small molecule,4.0,PGR,Positive modulator,Agonist,['CHEMBL']
4123,Small molecule,4.0,PGR,Positive modulator,Agonist,['CHEMBL']
4124,Protein,2.0,BIRC5,Other,Other specified,['CHEMBL']
4125,Small molecule,2.0,PDE4A,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4125,Small molecule,2.0,PDE4B,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4125,Small molecule,2.0,PDE4C,Negative modulator,Inhibitor,['CHEMBL']
4125,Small molecule,2.0,PDE4D,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4126,Small molecule,2.0,TUBA1A,Negative modulator,Inhibitor,['CHEMBL']
4126,Small molecule,2.0,TUBA1B,Negative modulator,Inhibitor,['CHEMBL']
4126,Small molecule,2.0,TUBA1C,Negative modulator,Inhibitor,['CHEMBL']
4126,Small molecule,2.0,TUBA3C,Negative modulator,Inhibitor,['CHEMBL']
4126,Small molecule,2.0,TUBA3E,Negative modulator,Inhibitor,['CHEMBL']
4126,Small molecule,2.0,TUBA4A,Negative modulator,Inhibitor,['CHEMBL']
4126,Small molecule,2.0,TUBB,Negative modulator,Inhibitor,['CHEMBL']
4126,Small molecule,2.0,TUBB1,Negative modulator,Inhibitor,['CHEMBL']
4126,Small molecule,2.0,TUBB2A,Negative modulator,Inhibitor,['CHEMBL']
4126,Small molecule,2.0,TUBB2B,Negative modulator,Inhibitor,['CHEMBL']
4126,Small molecule,2.0,TUBB3,Negative modulator,Inhibitor,['CHEMBL']
4126,Small molecule,2.0,TUBB4A,Negative modulator,Inhibitor,['CHEMBL']
4126,Small molecule,2.0,TUBB4B,Negative modulator,Inhibitor,['CHEMBL']
4126,Small molecule,2.0,TUBB6,Negative modulator,Inhibitor,['CHEMBL']
4126,Small molecule,2.0,TUBB8,Negative modulator,Inhibitor,['CHEMBL']
4127,Protein,4.0,SSTR1,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4127,Protein,4.0,SSTR2,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4127,Protein,4.0,SSTR3,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4127,Protein,4.0,SSTR4,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4127,Protein,4.0,SSTR5,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4128,Small molecule,2.0,AR,Negative modulator,Degrader,['CHEMBL' 'DrugBank']
4129,Small molecule,4.0,ADRB2,Positive modulator,Agonist,['CHEMBL']
4130,Unknown,3.0,FGA,Other,Hydrolytic enzyme,['CHEMBL']
4130,Unknown,3.0,FGB,Other,Hydrolytic enzyme,['CHEMBL']
4130,Unknown,3.0,FGG,Other,Hydrolytic enzyme,['CHEMBL']
4131,Unknown,3.0,FGA,Other,Hydrolytic enzyme,['CHEMBL']
4131,Unknown,3.0,FGB,Other,Hydrolytic enzyme,['CHEMBL']
4131,Unknown,3.0,FGG,Other,Hydrolytic enzyme,['CHEMBL']
4132,Antibody,2.0,TNFSF13,Negative modulator,Inhibitor,['CHEMBL']
4133,Small molecule,3.0,TOP1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4134,Small molecule,3.0,TOP1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4135,Small molecule,2.0,F2,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4136,Small molecule,3.0,DPP4,Negative modulator,Inhibitor,['CHEMBL']
4137,Oligosaccharide,3.0,SERPINC1,Positive modulator,Activator,['CHEMBL']
4138,Protein,3.0,CSF3R,Positive modulator,Agonist,['CHEMBL']
4139,Small molecule,3.0,SV2A,Other,Modulator,['CHEMBL' 'DrugBank']
4140,Small molecule,2.0,ELANE,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4141,Antibody,3.0,PCSK9,Negative modulator,Inhibitor,['CHEMBL']
4142,Protein,2.0,F7,Other,Gene or protein replacement,['CHEMBL']
4143,Small molecule,2.0,FFAR1,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4143,Small molecule,2.0,GPR84,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
4144,Small molecule,4.0,PKLR,Positive modulator,Activator,['CHEMBL' 'DrugBank']
4145,Antibody,3.0,IL5,Negative modulator,Inhibitor,['CHEMBL']
4146,Antibody,2.0,MAPT,Negative modulator,Inhibitor,['CHEMBL']
4147,Small molecule,3.0,TUBA1A,Negative modulator,Inhibitor,['CHEMBL']
4147,Small molecule,3.0,TUBA1B,Negative modulator,Inhibitor,['CHEMBL']
4147,Small molecule,3.0,TUBA1C,Negative modulator,Inhibitor,['CHEMBL']
4147,Small molecule,3.0,TUBA3C,Negative modulator,Inhibitor,['CHEMBL']
4147,Small molecule,3.0,TUBA3E,Negative modulator,Inhibitor,['CHEMBL']
4147,Small molecule,3.0,TUBA4A,Negative modulator,Inhibitor,['CHEMBL']
4147,Small molecule,3.0,TUBB,Negative modulator,Inhibitor,['CHEMBL']
4147,Small molecule,3.0,TUBB1,Negative modulator,Inhibitor,['CHEMBL']
4147,Small molecule,3.0,TUBB2A,Negative modulator,Inhibitor,['CHEMBL']
4147,Small molecule,3.0,TUBB2B,Negative modulator,Inhibitor,['CHEMBL']
4147,Small molecule,3.0,TUBB3,Negative modulator,Inhibitor,['CHEMBL']
4147,Small molecule,3.0,TUBB4A,Negative modulator,Inhibitor,['CHEMBL']
4147,Small molecule,3.0,TUBB4B,Negative modulator,Inhibitor,['CHEMBL']
4147,Small molecule,3.0,TUBB6,Negative modulator,Inhibitor,['CHEMBL']
4147,Small molecule,3.0,TUBB8,Negative modulator,Inhibitor,['CHEMBL']
4148,Small molecule,4.0,CACNA1C,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
4148,Small molecule,4.0,CACNA1D,Negative modulator,Blocker,['CHEMBL']
4148,Small molecule,4.0,CACNA1F,Negative modulator,Blocker,['CHEMBL']
4148,Small molecule,4.0,CACNA1S,Negative modulator,Blocker,['CHEMBL']
4149,Oligosaccharide,3.0,F10,Negative modulator,Inhibitor,['CHEMBL']
4150,Small molecule,2.0,GLS,Negative modulator,Inhibitor,['CHEMBL']
4151,Antibody,2.0,MUC1,Negative modulator,Inhibitor,['CHEMBL']
4152,Antibody,2.0,CD274,Negative modulator,Inhibitor,['CHEMBL']
4153,Antibody,2.0,TNFSF14,Negative modulator,Inhibitor,['CHEMBL']
4154,Protein,2.0,TACR2,Negative modulator,Antagonist,['CHEMBL']
4155,Small molecule,2.0,CHRM3,Negative modulator,Antagonist,['CHEMBL']
4156,Protein,2.0,AGTR1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
4157,Small molecule,4.0,EGFR,Negative modulator,Inhibitor,['CHEMBL']
4158,Oligosaccharide,4.0,SERPINC1,Positive modulator,Activator,['CHEMBL' 'DrugBank' 'GTP']
4159,Protein,4.0,F9,Other,Gene or protein replacement,['CHEMBL']
4160,Unknown,4.0,F8,Other,Gene or protein replacement,['CHEMBL']
4161,Protein,4.0,F8,Other,Gene or protein replacement,['CHEMBL']
4162,Small molecule,2.0,NTRK1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4163,Protein,3.0,PCSK9,Negative modulator,Inhibitor,['CHEMBL']
4164,Small molecule,3.0,MC1R,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4165,Small molecule,3.0,PPARD,Positive modulator,Agonist,['CHEMBL']
4166,Protein,4.0,F7,Other,Gene or protein replacement,['CHEMBL']
4167,Protein,3.0,ABCB1,Negative modulator,Inhibitor,['CHEMBL']
4168,Small molecule,2.0,SIRT1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4169,Protein,4.0,F13A1,Other,Gene or protein replacement,['CHEMBL']
4170,Small molecule,2.0,RIPK1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4171,Small molecule,2.0,PKLR,Positive modulator,Activator,['CHEMBL']
4172,Unknown,2.0,APLNR,Positive modulator,Agonist,['CHEMBL']
4173,Antibody,2.0,LEPR,Positive modulator,Agonist,['CHEMBL']
4174,Small molecule,4.0,PDE3A,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4174,Small molecule,4.0,PDE3B,Negative modulator,Inhibitor,['CHEMBL']
4174,Small molecule,4.0,PDE4A,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4174,Small molecule,4.0,PDE4B,Negative modulator,Inhibitor,['CHEMBL']
4174,Small molecule,4.0,PDE4C,Negative modulator,Inhibitor,['CHEMBL']
4174,Small molecule,4.0,PDE4D,Negative modulator,Inhibitor,['CHEMBL']
4175,Small molecule,3.0,ATP4A,Negative modulator,Inhibitor,['CHEMBL']
4175,Small molecule,3.0,ATP4B,Negative modulator,Inhibitor,['CHEMBL']
4176,Small molecule,2.0,TUBA1A,Negative modulator,Inhibitor,['CHEMBL']
4176,Small molecule,2.0,TUBA1B,Negative modulator,Inhibitor,['CHEMBL']
4176,Small molecule,2.0,TUBA1C,Negative modulator,Inhibitor,['CHEMBL']
4176,Small molecule,2.0,TUBA3C,Negative modulator,Inhibitor,['CHEMBL']
4176,Small molecule,2.0,TUBA3E,Negative modulator,Inhibitor,['CHEMBL']
4176,Small molecule,2.0,TUBA4A,Negative modulator,Inhibitor,['CHEMBL']
4176,Small molecule,2.0,TUBB,Negative modulator,Inhibitor,['CHEMBL']
4176,Small molecule,2.0,TUBB1,Negative modulator,Inhibitor,['CHEMBL']
4176,Small molecule,2.0,TUBB2A,Negative modulator,Inhibitor,['CHEMBL']
4176,Small molecule,2.0,TUBB2B,Negative modulator,Inhibitor,['CHEMBL']
4176,Small molecule,2.0,TUBB3,Negative modulator,Inhibitor,['CHEMBL']
4176,Small molecule,2.0,TUBB4A,Negative modulator,Inhibitor,['CHEMBL']
4176,Small molecule,2.0,TUBB4B,Negative modulator,Inhibitor,['CHEMBL']
4176,Small molecule,2.0,TUBB6,Negative modulator,Inhibitor,['CHEMBL']
4176,Small molecule,2.0,TUBB8,Negative modulator,Inhibitor,['CHEMBL']
4177,Small molecule,2.0,TUBA1A,Negative modulator,Inhibitor,['CHEMBL']
4177,Small molecule,2.0,TUBA1B,Negative modulator,Inhibitor,['CHEMBL']
4177,Small molecule,2.0,TUBA1C,Negative modulator,Inhibitor,['CHEMBL']
4177,Small molecule,2.0,TUBA3C,Negative modulator,Inhibitor,['CHEMBL']
4177,Small molecule,2.0,TUBA3E,Negative modulator,Inhibitor,['CHEMBL']
4177,Small molecule,2.0,TUBA4A,Negative modulator,Inhibitor,['CHEMBL']
4177,Small molecule,2.0,TUBB,Negative modulator,Inhibitor,['CHEMBL']
4177,Small molecule,2.0,TUBB1,Negative modulator,Inhibitor,['CHEMBL']
4177,Small molecule,2.0,TUBB2A,Negative modulator,Inhibitor,['CHEMBL']
4177,Small molecule,2.0,TUBB2B,Negative modulator,Inhibitor,['CHEMBL']
4177,Small molecule,2.0,TUBB3,Negative modulator,Inhibitor,['CHEMBL']
4177,Small molecule,2.0,TUBB4A,Negative modulator,Inhibitor,['CHEMBL']
4177,Small molecule,2.0,TUBB4B,Negative modulator,Inhibitor,['CHEMBL']
4177,Small molecule,2.0,TUBB6,Negative modulator,Inhibitor,['CHEMBL']
4177,Small molecule,2.0,TUBB8,Negative modulator,Inhibitor,['CHEMBL']
4178,Small molecule,4.0,ABL1,Negative modulator,Inhibitor,['CHEMBL']
4178,Small molecule,4.0,BCR,Negative modulator,Inhibitor,['CHEMBL']
4179,Small molecule,4.0,ADRA1A,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4179,Small molecule,4.0,ADRA1B,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4179,Small molecule,4.0,ADRA1D,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4179,Small molecule,4.0,ADRA2A,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4179,Small molecule,4.0,ADRA2B,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4179,Small molecule,4.0,ADRA2C,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4180,Small molecule,4.0,CALCRL,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
4180,Small molecule,4.0,RAMP1,Negative modulator,Antagonist,['CHEMBL']
4181,Small molecule,2.0,ADRA2C,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
4182,Protein,4.0,SNAP25,Other,Hydrolytic enzyme,['CHEMBL']
4183,Protein,3.0,SNAP25,Other,Hydrolytic enzyme,['CHEMBL']
4184,Small molecule,3.0,P2RX3,Negative modulator,Antagonist,['CHEMBL']
4185,Small molecule,2.0,JAK1,Negative modulator,Inhibitor,['CHEMBL']
4185,Small molecule,2.0,JAK2,Negative modulator,Inhibitor,['CHEMBL']
4185,Small molecule,2.0,JAK3,Negative modulator,Inhibitor,['CHEMBL']
4185,Small molecule,2.0,TYK2,Negative modulator,Inhibitor,['CHEMBL']
4186,Protein,3.0,IL10RA,Positive modulator,Agonist,['CHEMBL']
4186,Protein,3.0,IL10RB,Positive modulator,Agonist,['CHEMBL']
4187,Unknown,3.0,MAGEA3,Other,Other specified,['CHEMBL']
4188,Small molecule,4.0,A2M,Other,Binding agent,['CHEMBL']
4189,Small molecule,4.0,MYH6,Negative modulator,Inhibitor,['CHEMBL']
4189,Small molecule,4.0,MYH7,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4189,Small molecule,4.0,MYH7B,Negative modulator,Inhibitor,['CHEMBL']
4189,Small molecule,4.0,MYL2,Negative modulator,Inhibitor,['CHEMBL']
4189,Small molecule,4.0,MYL3,Negative modulator,Inhibitor,['CHEMBL']
4189,Small molecule,4.0,MYL4,Negative modulator,Inhibitor,['CHEMBL']
4189,Small molecule,4.0,MYL7,Negative modulator,Inhibitor,['CHEMBL']
4190,Unknown,4.0,F10,Other,Gene or protein replacement,['CHEMBL']
4191,Small molecule,4.0,HCRTR1,Negative modulator,Antagonist,['CHEMBL']
4191,Small molecule,4.0,HCRTR2,Negative modulator,Antagonist,['CHEMBL']
4192,Small molecule,4.0,BTK,Negative modulator,Inhibitor,['CHEMBL']
4193,Small molecule,4.0,FLT3,Negative modulator,Inhibitor,['CHEMBL']
4193,Small molecule,4.0,JAK2,Negative modulator,Inhibitor,['CHEMBL']
4194,Small molecule,4.0,DHFR,Negative modulator,Inhibitor,['CHEMBL']
4194,Small molecule,4.0,GART,Negative modulator,Inhibitor,['CHEMBL']
4195,Small molecule,4.0,S1PR1,Other,Binding agent,['CHEMBL']
4195,Small molecule,4.0,S1PR2,Other,Binding agent,['CHEMBL']
4195,Small molecule,4.0,S1PR3,Other,Binding agent,['CHEMBL']
4195,Small molecule,4.0,S1PR4,Other,Binding agent,['CHEMBL']
4195,Small molecule,4.0,S1PR5,Other,Binding agent,['CHEMBL']
4197,Small molecule,4.0,ESR1,Negative modulator,Degrader,['CHEMBL']
4198,Small molecule,4.0,OPRD1,Negative modulator,Antagonist,['CHEMBL']
4198,Small molecule,4.0,OPRK1,Positive modulator,Partial agonist,['CHEMBL']
4198,Small molecule,4.0,OPRM1,Negative modulator,Antagonist,['CHEMBL']
4199,Gene,1.0,F9,Other,Gene or protein replacement,['CHEMBL']
4200,Gene,4.0,F9,Other,Gene or protein replacement,['CHEMBL']
4201,Small molecule,4.0,PIK3CD,Negative modulator,Inhibitor,['CHEMBL']
4202,Small molecule,4.0,CALCRL,Negative modulator,Antagonist,['CHEMBL']
4203,Gene,4.0,TNFRSF17,Other,Binding agent,['CHEMBL']
4204,Protein,4.0,FSHR,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4205,Small molecule,4.0,DHFR,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
4205,Small molecule,4.0,GART,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4205,Small molecule,4.0,TYMS,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4206,Small molecule,4.0,NR3C1,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
4206,Small molecule,4.0,NR3C2,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
4207,Protein,4.0,FSHR,Positive modulator,Agonist,['CHEMBL']
4208,Small molecule,4.0,MAOB,Negative modulator,Inhibitor,['CHEMBL']
4209,Protein,4.0,OXTR,Negative modulator,Antagonist,['CHEMBL']
4210,Protein,4.0,F9,Other,Gene or protein replacement,['CHEMBL']
4211,Protein,4.0,CSF3R,Positive modulator,Agonist,['CHEMBL']
4212,Protein,4.0,F8,Other,Gene or protein replacement,['CHEMBL']
4213,Protein,4.0,F8,Other,Gene or protein replacement,['CHEMBL']
4214,Protein,4.0,F8,Other,Gene or protein replacement,['CHEMBL']
4215,Unknown,4.0,F8,Other,Gene or protein replacement,['CHEMBL']
4216,Unknown,4.0,F8,Other,Gene or protein replacement,['CHEMBL']
4216,Unknown,4.0,VWF,Other,Gene or protein replacement,['CHEMBL']
4217,Protein,4.0,F8,Other,Gene or protein replacement,['CHEMBL']
4218,Protein,4.0,F8,Other,Gene or protein replacement,['CHEMBL']
4219,Protein,4.0,F8,Other,Gene or protein replacement,['CHEMBL']
4220,Small molecule,4.0,S1PR1,Other,Modulator,['CHEMBL']
4220,Small molecule,4.0,S1PR4,Other,Modulator,['CHEMBL']
4220,Small molecule,4.0,S1PR5,Other,Modulator,['CHEMBL']
4221,Small molecule,4.0,BMX,Negative modulator,Inhibitor,['CHEMBL']
4221,Small molecule,4.0,BTK,Negative modulator,Inhibitor,['CHEMBL']
4221,Small molecule,4.0,ITK,Negative modulator,Inhibitor,['CHEMBL']
4221,Small molecule,4.0,JAK3,Negative modulator,Inhibitor,['CHEMBL']
4221,Small molecule,4.0,TEC,Negative modulator,Inhibitor,['CHEMBL']
4221,Small molecule,4.0,TXK,Negative modulator,Inhibitor,['CHEMBL']
4222,Small molecule,4.0,DPP4,Negative modulator,Inhibitor,['CHEMBL']
4223,Small molecule,4.0,CD74,Negative modulator,Inhibitor,['CHEMBL']
4223,Small molecule,4.0,NTRK1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4223,Small molecule,4.0,NTRK2,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4223,Small molecule,4.0,NTRK3,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4223,Small molecule,4.0,ROS1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4223,Small molecule,4.0,SDC4,Negative modulator,Inhibitor,['CHEMBL']
4224,Unknown,4.0,F7,Other,Gene or protein replacement,['CHEMBL']
4225,Protein,4.0,SLC10A1,Negative modulator,Inhibitor,['CHEMBL']
4226,Protein,4.0,ACVR1,Positive modulator,Agonist,['CHEMBL']
4226,Protein,4.0,ACVR2A,Positive modulator,Agonist,['CHEMBL']
4226,Protein,4.0,ACVR2B,Positive modulator,Agonist,['CHEMBL']
4226,Protein,4.0,BMPR1A,Positive modulator,Agonist,['CHEMBL']
4226,Protein,4.0,BMPR1B,Positive modulator,Agonist,['CHEMBL']
4226,Protein,4.0,BMPR2,Positive modulator,Agonist,['CHEMBL']
4227,Protein,4.0,ACVR1,Positive modulator,Agonist,['CHEMBL']
4227,Protein,4.0,BMPR1A,Positive modulator,Agonist,['CHEMBL']
4227,Protein,4.0,BMPR1B,Positive modulator,Agonist,['CHEMBL']
4227,Protein,4.0,BMPR2,Positive modulator,Agonist,['CHEMBL']
4228,Small molecule,4.0,ESR1,Other,Modulator,['CHEMBL']
4228,Small molecule,4.0,ESR2,Other,Modulator,['CHEMBL']
4229,Small molecule,4.0,CHRM1,Negative modulator,Inhibitor,['CHEMBL']
4229,Small molecule,4.0,CHRM2,Negative modulator,Inhibitor,['CHEMBL']
4229,Small molecule,4.0,CHRM3,Negative modulator,Inhibitor,['CHEMBL']
4229,Small molecule,4.0,CHRM4,Negative modulator,Inhibitor,['CHEMBL']
4229,Small molecule,4.0,CHRM5,Negative modulator,Inhibitor,['CHEMBL']
4230,Small molecule,4.0,OPRD1,Negative modulator,Antagonist,['CHEMBL']
4230,Small molecule,4.0,OPRK1,Negative modulator,Antagonist,['CHEMBL']
4230,Small molecule,4.0,OPRM1,Negative modulator,Antagonist,['CHEMBL']
4231,Protein,4.0,C5,Other,Binding agent,['CHEMBL']
4232,Small molecule,4.0,CSF1R,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4232,Small molecule,4.0,FLT1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4232,Small molecule,4.0,FLT3,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4232,Small molecule,4.0,FLT4,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
4232,Small molecule,4.0,KDR,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4232,Small molecule,4.0,KIT,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
4232,Small molecule,4.0,PDGFRA,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
4232,Small molecule,4.0,PDGFRB,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
4232,Small molecule,4.0,RET,Negative modulator,Inhibitor,['CHEMBL']
4233,Protein,4.0,SERPING1,Other,Gene or protein replacement,['CHEMBL']
4234,Small molecule,4.0,TUBA1A,Negative modulator,Inhibitor,['CHEMBL']
4234,Small molecule,4.0,TUBA1B,Negative modulator,Inhibitor,['CHEMBL']
4234,Small molecule,4.0,TUBA1C,Negative modulator,Inhibitor,['CHEMBL']
4234,Small molecule,4.0,TUBA3C,Negative modulator,Inhibitor,['CHEMBL']
4234,Small molecule,4.0,TUBA3E,Negative modulator,Inhibitor,['CHEMBL']
4234,Small molecule,4.0,TUBA4A,Negative modulator,Inhibitor,['CHEMBL']
4234,Small molecule,4.0,TUBB,Negative modulator,Inhibitor,['CHEMBL']
4234,Small molecule,4.0,TUBB1,Negative modulator,Inhibitor,['CHEMBL']
4234,Small molecule,4.0,TUBB2A,Negative modulator,Inhibitor,['CHEMBL']
4234,Small molecule,4.0,TUBB2B,Negative modulator,Inhibitor,['CHEMBL']
4234,Small molecule,4.0,TUBB3,Negative modulator,Inhibitor,['CHEMBL']
4234,Small molecule,4.0,TUBB4A,Negative modulator,Inhibitor,['CHEMBL']
4234,Small molecule,4.0,TUBB4B,Negative modulator,Inhibitor,['CHEMBL']
4234,Small molecule,4.0,TUBB6,Negative modulator,Inhibitor,['CHEMBL']
4234,Small molecule,4.0,TUBB8,Negative modulator,Inhibitor,['CHEMBL']
4235,Small molecule,4.0,TOP2A,Negative modulator,Inhibitor,['CHEMBL']
4235,Small molecule,4.0,TOP2B,Negative modulator,Inhibitor,['CHEMBL']
4236,Small molecule,4.0,PTGIR,Positive modulator,Agonist,['CHEMBL']
4237,Protein,4.0,CASR,Positive modulator,Agonist,['CHEMBL']
4238,Unknown,4.0,F9,Other,Gene or protein replacement,['CHEMBL']
4239,Small molecule,4.0,JAK1,Negative modulator,Inhibitor,['CHEMBL']
4239,Small molecule,4.0,JAK2,Negative modulator,Inhibitor,['CHEMBL']
4239,Small molecule,4.0,JAK3,Negative modulator,Inhibitor,['CHEMBL']
4239,Small molecule,4.0,TYK2,Negative modulator,Inhibitor,['CHEMBL']
4240,Small molecule,4.0,GNRHR,Negative modulator,Antagonist,['CHEMBL']
4241,Small molecule,4.0,DHFR,Negative modulator,Inhibitor,['CHEMBL']
4241,Small molecule,4.0,GART,Negative modulator,Inhibitor,['CHEMBL']
4241,Small molecule,4.0,TYMS,Negative modulator,Inhibitor,['CHEMBL']
4242,Small molecule,4.0,SLC5A2,Negative modulator,Inhibitor,['CHEMBL']
4243,Unknown,4.0,PROC,Other,Gene or protein replacement,['CHEMBL']
4244,Small molecule,4.0,PTGIR,Positive modulator,Agonist,['CHEMBL']
4245,Small molecule,4.0,JAK1,Negative modulator,Inhibitor,['CHEMBL']
4245,Small molecule,4.0,JAK2,Negative modulator,Inhibitor,['CHEMBL']
4245,Small molecule,4.0,JAK3,Negative modulator,Inhibitor,['CHEMBL']
4245,Small molecule,4.0,TYK2,Negative modulator,Inhibitor,['CHEMBL']
4246,Small molecule,4.0,SLC10A2,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,ADRM1,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMA1,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMA2,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMA3,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMA4,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMA5,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMA6,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMA7,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMA8,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMB1,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMB10,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMB11,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMB2,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMB3,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMB4,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMB5,Negative modulator,Inhibitor,['CHEMBL']
4247,Small molecule,4.0,PSMB6,Negative modulator,Inhibitor,['CHEMBL']
